Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2025-03-22,Davos,Switzerland,1560,4,-4.9,0,83
2025-03-22,Interlaken,Switzerland,568,6,-10.5,9.6,23
2025-03-21,Garmisch-Partenkirchen,Germany,750,3,-3.9,10.5,33
2025-03-21,Oberstdorf,Germany,813,4,-1.3,0,19
2025-03-21,Berchtesgaden,Germany,518,5,-6.3,0,40
2025-03-21,Feldberg,Germany,1493,4,-13.9,1.8,57
2025-03-21,Innsbruck,Austria,574,6,-7.2,0,40
2025-03-21,St. Anton am Arlberg,Austria,1304,4,-3,0,73
2025-03-21,Kitzbühel,Austria,762,5,-3.6,0,42
2025-03-21,Salzburg,Austria,424,6,3.1,0,21
2025-03-21,Bad Gastein,Austria,1002,4,-10.2,11.7,69
2025-03-21,Zermatt,Switzerland,1620,5,-8.7,3.6,58
2025-03-21,St. Moritz,Switzerland,1856,5,-13.1,3.5,80
2025-03-21,Verbier,Switzerland,1500,4,-11.5,4.6,50
2025-03-21,Davos,Switzerland,1560,7,-4.6,0.2,84
2025-03-21,Interlaken,Switzerland,568,4,-6.1,0,22
2025-03-20,Garmisch-Partenkirchen,Germany,750,3,-9.4,0,40
2025-03-20,Oberstdorf,Germany,813,6,-1.5,0,49
2025-03-20,Berchtesgaden,Germany,518,6,-0.3,5.7,21
2025-03-20,Feldberg,Germany,1493,6,-8.7,0,55
2025-03-20,Innsbruck,Austria,574,3,2.3,4.8,7
2025-03-20,St. Anton am Arlberg,Austria,1304,5,-7.9,6.9,74
2025-03-20,Kitzbühel,Austria,762,5,-2.2,0,61
2025-03-20,Salzburg,Austria,424,4,-4.8,0,17
2025-03-20,Bad Gastein,Austria,1002,6,-0.5,0.4,27
2025-03-20,Zermatt,Switzerland,1620,7,-11.1,0,75
2025-03-20,St. Moritz,Switzerland,1856,4,-19.8,6.9,59
2025-03-20,Verbier,Switzerland,1500,7,-13,12.2,64
2025-03-20,Davos,Switzerland,1560,5,-7.1,0,64
2025-03-20,Interlaken,Switzerland,568,5,-6,13.6,10
2025-03-19,Garmisch-Partenkirchen,Germany,750,6,-0.4,6,48
2025-03-19,Oberstdorf,Germany,813,4,-6.7,12.5,48
2025-03-19,Berchtesgaden,Germany,518,3,1.8,0,28
2025-03-19,Feldberg,Germany,1493,4,-13.3,6.7,41
2025-03-19,Innsbruck,Austria,574,4,-6.4,0,31
2025-03-19,St. Anton am Arlberg,Austria,1304,5,-5.2,1.4,43
2025-03-19,Kitzbühel,Austria,762,3,-0.1,14.6,32
2025-03-19,Salzburg,Austria,424,4,-3.6,0,44
2025-03-19,Bad Gastein,Austria,1002,4,-5.8,8.2,38
2025-03-19,Zermatt,Switzerland,1620,5,-18.8,2.5,40
2025-03-19,St. Moritz,Switzerland,1856,5,-7.1,5.3,81
2025-03-19,Verbier,Switzerland,1500,6,-10.4,0,84
2025-03-19,Davos,Switzerland,1560,7,-6.5,0,80
2025-03-19,Interlaken,Switzerland,568,6,-6.9,3.4,27
2025-03-18,Garmisch-Partenkirchen,Germany,750,6,-9.4,2.8,27
2025-03-18,Oberstdorf,Germany,813,5,-8.4,2.3,61
2025-03-18,Berchtesgaden,Germany,518,6,-6.6,5.1,19
2025-03-18,Feldberg,Germany,1493,4,-8.4,12.4,66
2025-03-18,Innsbruck,Austria,574,6,-3.8,0,18
2025-03-18,St. Anton am Arlberg,Austria,1304,7,-11.9,4.5,67
2025-03-18,Kitzbühel,Austria,762,6,-1.1,9.1,27
2025-03-18,Salzburg,Austria,424,5,-8.2,1.9,10
2025-03-18,Bad Gastein,Austria,1002,4,0.5,0,29
2025-03-18,Zermatt,Switzerland,1620,6,-6.5,10.3,74
2025-03-18,St. Moritz,Switzerland,1856,7,-11.4,8.7,46
2025-03-18,Verbier,Switzerland,1500,5,-13.5,0,48
2025-03-18,Davos,Switzerland,1560,5,-11.6,10.6,78
2025-03-18,Interlaken,Switzerland,568,3,-2.7,12.9,30
2025-03-17,Garmisch-Partenkirchen,Germany,750,6,-2.9,14.7,54
2025-03-17,Oberstdorf,Germany,813,6,2.3,7,10
2025-03-17,Berchtesgaden,Germany,518,4,2.3,3.2,34
2025-03-17,Feldberg,Germany,1493,7,-17.8,12.2,43
2025-03-17,Innsbruck,Austria,574,5,-5.5,0,10
2025-03-17,St. Anton am Arlberg,Austria,1304,6,-0.7,14.4,68
2025-03-17,Kitzbühel,Austria,762,5,-6.4,0,25
2025-03-17,Salzburg,Austria,424,6,0.1,0,41
2025-03-17,Bad Gastein,Austria,1002,5,-8.3,5.9,33
2025-03-17,Zermatt,Switzerland,1620,6,-9.7,1.1,82
2025-03-17,St. Moritz,Switzerland,1856,7,-12.3,0.6,56
2025-03-17,Verbier,Switzerland,1500,7,-3.7,0,58
2025-03-17,Davos,Switzerland,1560,7,-9.5,5.9,80
2025-03-17,Interlaken,Switzerland,568,5,3.1,0,18
2025-03-16,Garmisch-Partenkirchen,Germany,750,5,-3.1,6.7,24
2025-03-16,Oberstdorf,Germany,813,3,-0.9,2.4,54
2025-03-16,Berchtesgaden,Germany,518,4,-0.1,2.8,39
2025-03-16,Feldberg,Germany,1493,7,-11.8,0,57
2025-03-16,Innsbruck,Austria,574,3,-5.3,0,39
2025-03-16,St. Anton am Arlberg,Austria,1304,6,0.1,7,51
2025-03-16,Kitzbühel,Austria,762,6,-3.2,10.3,21
2025-03-16,Salzburg,Austria,424,5,-1.6,0,42
2025-03-16,Bad Gastein,Austria,1002,5,-6.3,13.2,50
2025-03-16,Zermatt,Switzerland,1620,4,-11.7,10.4,76
2025-03-16,St. Moritz,Switzerland,1856,7,-15.5,0,57
2025-03-16,Verbier,Switzerland,1500,4,-8.5,7.1,44
2025-03-16,Davos,Switzerland,1560,4,-8.9,3.4,42
2025-03-16,Interlaken,Switzerland,568,4,-4.9,6.5,18
2025-03-15,Garmisch-Partenkirchen,Germany,750,6,-7.1,0,31
2025-03-15,Oberstdorf,Germany,813,5,-5.3,2.8,43
2025-03-15,Berchtesgaden,Germany,518,6,1,10.8,25
2025-03-15,Feldberg,Germany,1493,4,-14.5,1.8,51
2025-03-15,Innsbruck,Austria,574,3,3.3,11.3,22
2025-03-15,St. Anton am Arlberg,Austria,1304,6,-6.5,0.4,78
2025-03-15,Kitzbühel,Austria,762,4,-4.4,0.2,48
2025-03-15,Salzburg,Austria,424,4,-1.7,0,47
2025-03-15,Bad Gastein,Austria,1002,5,-11.3,0,63
2025-03-15,Zermatt,Switzerland,1620,4,-4.1,9.2,78
2025-03-15,St. Moritz,Switzerland,1856,4,-17.6,7.3,56
2025-03-15,Verbier,Switzerland,1500,5,-11.3,13.7,39
2025-03-15,Davos,Switzerland,1560,4,-8.1,0,56
2025-03-15,Interlaken,Switzerland,568,4,-5.8,2.8,37
2025-03-14,Garmisch-Partenkirchen,Germany,750,3,0.6,0,30
2025-03-14,Oberstdorf,Germany,813,5,-2,0,21
2025-03-14,Berchtesgaden,Germany,518,3,1.6,0,50
2025-03-14,Feldberg,Germany,1493,7,-15.4,5.3,77
2025-03-14,Innsbruck,Austria,574,6,-2.3,5.7,38
2025-03-14,St. Anton am Arlberg,Austria,1304,7,-2.7,0,60
2025-03-14,Kitzbühel,Austria,762,4,3.9,11.7,31
2025-03-14,Salzburg,Austria,424,6,-0.4,14.6,15
2025-03-14,Bad Gastein,Austria,1002,3,-1,0,46
2025-03-14,Zermatt,Switzerland,1620,5,-3.6,9.8,42
2025-03-14,St. Moritz,Switzerland,1856,6,-10,10.6,55
2025-03-14,Verbier,Switzerland,1500,4,-6.8,0,41
2025-03-14,Davos,Switzerland,1560,6,-8.6,0,72
2025-03-14,Interlaken,Switzerland,568,4,-8,11.1,33
2025-03-13,Garmisch-Partenkirchen,Germany,750,4,-9.7,0,59
2025-03-13,Oberstdorf,Germany,813,3,-8.8,0.6,15
2025-03-13,Berchtesgaden,Germany,518,6,-9.8,3.5,45
2025-03-13,Feldberg,Germany,1493,5,-7.6,8.3,80
2025-03-13,Innsbruck,Austria,574,6,2.6,0,26
2025-03-13,St. Anton am Arlberg,Austria,1304,5,-8,0,45
2025-03-13,Kitzbühel,Austria,762,6,-11.7,0,56
2025-03-13,Salzburg,Austria,424,4,-9,0,26
2025-03-13,Bad Gastein,Austria,1002,7,-13.2,5.4,30
2025-03-13,Zermatt,Switzerland,1620,7,-6.8,5.3,79
2025-03-13,St. Moritz,Switzerland,1856,5,-12.6,12.3,68
2025-03-13,Verbier,Switzerland,1500,4,-1.9,0,52
2025-03-13,Davos,Switzerland,1560,7,-2,1.2,62
2025-03-13,Interlaken,Switzerland,568,4,-10,0,47
2025-03-12,Garmisch-Partenkirchen,Germany,750,5,-9.2,6.3,46
2025-03-12,Oberstdorf,Germany,813,4,-7.5,0,38
2025-03-12,Berchtesgaden,Germany,518,5,-4.3,14,36
2025-03-12,Feldberg,Germany,1493,5,-13,11.2,76
2025-03-12,Innsbruck,Austria,574,5,-4.8,9,24
2025-03-12,St. Anton am Arlberg,Austria,1304,4,-10.6,0,47
2025-03-12,Kitzbühel,Austria,762,3,-4.5,0.6,58
2025-03-12,Salzburg,Austria,424,3,-0.2,0,9
2025-03-12,Bad Gastein,Austria,1002,7,-0.7,1.6,21
2025-03-12,Zermatt,Switzerland,1620,5,-14.2,0,83
2025-03-12,St. Moritz,Switzerland,1856,4,-6,10.9,56
2025-03-12,Verbier,Switzerland,1500,7,-11.1,0,72
2025-03-12,Davos,Switzerland,1560,5,-13.3,14.9,52
2025-03-12,Interlaken,Switzerland,568,5,-5.9,3.4,16
2025-03-11,Garmisch-Partenkirchen,Germany,750,4,-5.9,4.8,14
2025-03-11,Oberstdorf,Germany,813,4,-10.4,15,26
2025-03-11,Berchtesgaden,Germany,518,4,-3.6,4.6,45
2025-03-11,Feldberg,Germany,1493,7,-13.4,0,62
2025-03-11,Innsbruck,Austria,574,7,-3.9,0,22
2025-03-11,St. Anton am Arlberg,Austria,1304,5,-12.7,10.7,55
2025-03-11,Kitzbühel,Austria,762,7,-11.3,0,22
2025-03-11,Salzburg,Austria,424,6,-3.1,10.4,4
2025-03-11,Bad Gastein,Austria,1002,5,-10.4,1.7,52
2025-03-11,Zermatt,Switzerland,1620,4,-3.1,0,42
2025-03-11,St. Moritz,Switzerland,1856,4,-12.1,8.7,65
2025-03-11,Verbier,Switzerland,1500,5,-18.2,9.7,78
2025-03-11,Davos,Switzerland,1560,7,-12.1,14,70
2025-03-11,Interlaken,Switzerland,568,6,-5.2,14,34
2025-03-10,Garmisch-Partenkirchen,Germany,750,5,-1.2,0,58
2025-03-10,Oberstdorf,Germany,813,7,-4.6,0,62
2025-03-10,Berchtesgaden,Germany,518,4,-5.9,11,22
2025-03-10,Feldberg,Germany,1493,7,-4.8,0,52
2025-03-10,Innsbruck,Austria,574,4,-1.7,0,12
2025-03-10,St. Anton am Arlberg,Austria,1304,7,-11.9,0,77
2025-03-10,Kitzbühel,Austria,762,4,-6.3,0,52
2025-03-10,Salzburg,Austria,424,3,-5.1,13.1,17
2025-03-10,Bad Gastein,Austria,1002,4,-6.3,7.7,37
2025-03-10,Zermatt,Switzerland,1620,6,-12.6,13.2,64
2025-03-10,St. Moritz,Switzerland,1856,7,-15.1,4.6,86
2025-03-10,Verbier,Switzerland,1500,7,-6.7,5.5,81
2025-03-10,Davos,Switzerland,1560,7,-6.9,0,56
2025-03-10,Interlaken,Switzerland,568,4,-2.9,10.6,22
2025-03-09,Garmisch-Partenkirchen,Germany,750,4,-3,0,58
2025-03-09,Oberstdorf,Germany,813,5,2.3,0,36
2025-03-09,Berchtesgaden,Germany,518,6,-3,0,19
2025-03-09,Feldberg,Germany,1493,4,-12.3,0.6,72
2025-03-09,Innsbruck,Austria,574,4,-3.8,0,20
2025-03-09,St. Anton am Arlberg,Austria,1304,3,-11.8,0,61
2025-03-09,Kitzbühel,Austria,762,6,-10.8,0,58
2025-03-09,Salzburg,Austria,424,5,-0.8,9.6,13
2025-03-09,Bad Gastein,Austria,1002,5,-9.6,0,54
2025-03-09,Zermatt,Switzerland,1620,6,-10.9,10.4,79
2025-03-09,St. Moritz,Switzerland,1856,6,-11.8,3.8,92
2025-03-09,Verbier,Switzerland,1500,4,-9.5,10.8,40
2025-03-09,Davos,Switzerland,1560,5,-4.1,9.2,81
2025-03-09,Interlaken,Switzerland,568,4,-6.6,0,52
2025-03-08,Garmisch-Partenkirchen,Germany,750,3,-2.3,3,21
2025-03-08,Oberstdorf,Germany,813,4,-10.5,0,35
2025-03-08,Berchtesgaden,Germany,518,5,-5.3,13.2,36
2025-03-08,Feldberg,Germany,1493,7,-6.8,0,62
2025-03-08,Innsbruck,Austria,574,4,1.9,12.1,23
2025-03-08,St. Anton am Arlberg,Austria,1304,6,-3.7,12.4,79
2025-03-08,Kitzbühel,Austria,762,4,2.4,2.1,18
2025-03-08,Salzburg,Austria,424,3,-3,11.3,17
2025-03-08,Bad Gastein,Austria,1002,4,-4.3,0,70
2025-03-08,Zermatt,Switzerland,1620,6,-7.5,0,63
2025-03-08,St. Moritz,Switzerland,1856,8,-5.2,14.9,56
2025-03-08,Verbier,Switzerland,1500,7,-15.9,5.5,81
2025-03-08,Davos,Switzerland,1560,5,-7.6,14.1,57
2025-03-08,Interlaken,Switzerland,568,6,0.5,0,53
2025-03-07,Garmisch-Partenkirchen,Germany,750,3,-2.9,0,27
2025-03-07,Oberstdorf,Germany,813,6,2,0,47
2025-03-07,Berchtesgaden,Germany,518,5,-8.5,0,9
2025-03-07,Feldberg,Germany,1493,4,-7.4,0,72
2025-03-07,Innsbruck,Austria,574,4,-2.4,3.8,17
2025-03-07,St. Anton am Arlberg,Austria,1304,5,-4.1,8.5,30
2025-03-07,Kitzbühel,Austria,762,4,-1.9,0,44
2025-03-07,Salzburg,Austria,424,3,-8.1,10.1,20
2025-03-07,Bad Gastein,Austria,1002,4,-7.4,10.4,53
2025-03-07,Zermatt,Switzerland,1620,7,-9.1,3.9,48
2025-03-07,St. Moritz,Switzerland,1856,6,-15.9,2.9,94
2025-03-07,Verbier,Switzerland,1500,5,-3.9,0,62
2025-03-07,Davos,Switzerland,1560,7,-0.4,8.8,74
2025-03-07,Interlaken,Switzerland,568,6,1.2,0,23
2025-03-06,Garmisch-Partenkirchen,Germany,750,4,-1.9,13.4,14
2025-03-06,Oberstdorf,Germany,813,6,-8.6,0,35
2025-03-06,Berchtesgaden,Germany,518,4,0.9,0,49
2025-03-06,Feldberg,Germany,1493,6,-15.4,11.3,44
2025-03-06,Innsbruck,Austria,574,5,0.4,10.3,32
2025-03-06,St. Anton am Arlberg,Austria,1304,6,-5.4,0,76
2025-03-06,Kitzbühel,Austria,762,5,-10.8,10.2,50
2025-03-06,Salzburg,Austria,424,6,-5.5,5.5,13
2025-03-06,Bad Gastein,Austria,1002,4,-2.7,4.1,58
2025-03-06,Zermatt,Switzerland,1620,6,-8.4,13.2,70
2025-03-06,St. Moritz,Switzerland,1856,8,-6.7,12.9,87
2025-03-06,Verbier,Switzerland,1500,4,-6.4,0,62
2025-03-06,Davos,Switzerland,1560,6,-13.5,0,58
2025-03-06,Interlaken,Switzerland,568,5,-6.8,0,40
2025-03-05,Garmisch-Partenkirchen,Germany,750,6,-10.5,0,53
2025-03-05,Oberstdorf,Germany,813,7,-5.5,3,58
2025-03-05,Berchtesgaden,Germany,518,4,-3,11.7,55
2025-03-05,Feldberg,Germany,1493,5,-9,11,61
2025-03-05,Innsbruck,Austria,574,3,-7.8,14,46
2025-03-05,St. Anton am Arlberg,Austria,1304,6,-14,2.5,40
2025-03-05,Kitzbühel,Austria,762,6,-1.1,1.5,46
2025-03-05,Salzburg,Austria,424,6,-3.9,4.5,49
2025-03-05,Bad Gastein,Austria,1002,3,-2.6,1.2,65
2025-03-05,Zermatt,Switzerland,1620,7,-14.3,4.1,58
2025-03-05,St. Moritz,Switzerland,1856,8,-6.4,0,62
2025-03-05,Verbier,Switzerland,1500,6,-8.4,0,40
2025-03-05,Davos,Switzerland,1560,6,-17.5,0,85
2025-03-05,Interlaken,Switzerland,568,6,-1.8,4.6,10
2025-03-04,Garmisch-Partenkirchen,Germany,750,3,3.6,5.9,28
2025-03-04,Oberstdorf,Germany,813,6,-1.6,0,52
2025-03-04,Berchtesgaden,Germany,518,3,-5.4,0,50
2025-03-04,Feldberg,Germany,1493,4,-0.7,4.7,44
2025-03-04,Innsbruck,Austria,574,5,-5.1,0,25
2025-03-04,St. Anton am Arlberg,Austria,1304,6,-11.3,10,51
2025-03-04,Kitzbühel,Austria,762,4,-6.5,6.6,24
2025-03-04,Salzburg,Austria,424,4,-4.7,0,44
2025-03-04,Bad Gastein,Austria,1002,4,-3.9,8.2,51
2025-03-04,Zermatt,Switzerland,1620,6,-4.3,12.7,56
2025-03-04,St. Moritz,Switzerland,1856,5,-13.4,1.7,74
2025-03-04,Verbier,Switzerland,1500,4,-3.8,3.3,78
2025-03-04,Davos,Switzerland,1560,7,-3.2,11.9,61
2025-03-04,Interlaken,Switzerland,568,5,-2.2,6.3,51
2025-03-03,Garmisch-Partenkirchen,Germany,750,4,-12,3.1,15
2025-03-03,Oberstdorf,Germany,813,6,-3.8,7.6,43
2025-03-03,Berchtesgaden,Germany,518,4,-7,13.9,19
2025-03-03,Feldberg,Germany,1493,7,-12.3,0,71
2025-03-03,Innsbruck,Austria,574,5,-2.8,13.5,17
2025-03-03,St. Anton am Arlberg,Austria,1304,7,-8.5,0,68
2025-03-03,Kitzbühel,Austria,762,4,-9.9,11.1,13
2025-03-03,Salzburg,Austria,424,3,-6.9,1.3,14
2025-03-03,Bad Gastein,Austria,1002,5,-4.5,0,24
2025-03-03,Zermatt,Switzerland,1620,7,-8.7,9.4,80
2025-03-03,St. Moritz,Switzerland,1856,7,-3.7,6.6,96
2025-03-03,Verbier,Switzerland,1500,5,-6.3,1.7,49
2025-03-03,Davos,Switzerland,1560,5,-8.1,14.3,86
2025-03-03,Interlaken,Switzerland,568,3,-3.3,2.5,40
2025-03-02,Garmisch-Partenkirchen,Germany,750,5,-9.8,0,31
2025-03-02,Oberstdorf,Germany,813,6,0,5.6,42
2025-03-02,Berchtesgaden,Germany,518,4,-10.3,9,18
2025-03-02,Feldberg,Germany,1493,7,-3.2,7.7,77
2025-03-02,Innsbruck,Austria,574,4,-1.9,0,27
2025-03-02,St. Anton am Arlberg,Austria,1304,5,-10.9,0,36
2025-03-02,Kitzbühel,Austria,762,7,-11.4,10.2,34
2025-03-02,Salzburg,Austria,424,6,1.5,0,28
2025-03-02,Bad Gastein,Austria,1002,5,-1.2,3.7,33
2025-03-02,Zermatt,Switzerland,1620,6,-10.7,8.6,76
2025-03-02,St. Moritz,Switzerland,1856,6,-18,9,94
2025-03-02,Verbier,Switzerland,1500,7,-11,3.3,64
2025-03-02,Davos,Switzerland,1560,5,-6.7,0,79
2025-03-02,Interlaken,Switzerland,568,6,-6,0,36
2025-03-01,Garmisch-Partenkirchen,Germany,750,4,-2.7,0,21
2025-03-01,Oberstdorf,Germany,813,7,-7.6,0,47
2025-03-01,Berchtesgaden,Germany,518,6,-6.5,0,33
2025-03-01,Feldberg,Germany,1493,4,-10.1,1.2,77
2025-03-01,Innsbruck,Austria,574,3,-12.3,11.4,33
2025-03-01,St. Anton am Arlberg,Austria,1304,7,-12.4,4.4,42
2025-03-01,Kitzbühel,Austria,762,5,-5.4,2.6,46
2025-03-01,Salzburg,Austria,424,3,-5.9,2.4,28
2025-03-01,Bad Gastein,Austria,1002,5,-5.6,0,58
2025-03-01,Zermatt,Switzerland,1620,5,-14.1,4.9,67
2025-03-01,St. Moritz,Switzerland,1856,7,-15.5,0.1,49
2025-03-01,Verbier,Switzerland,1500,6,-12.6,0,71
2025-03-01,Davos,Switzerland,1560,7,-8.9,6.9,40
2025-03-01,Interlaken,Switzerland,568,6,2,0,53
2025-02-28,Garmisch-Partenkirchen,Germany,750,4,3.2,12.3,9
2025-02-28,Oberstdorf,Germany,813,5,3.1,14.4,38
2025-02-28,Berchtesgaden,Germany,518,6,1.2,0,21
2025-02-28,Feldberg,Germany,1493,4,-8.8,0.4,81
2025-02-28,Innsbruck,Austria,574,3,-1.3,5.6,43
2025-02-28,St. Anton am Arlberg,Austria,1304,6,-7.7,6.7,40
2025-02-28,Kitzbühel,Austria,762,4,-9.9,0,39
2025-02-28,Salzburg,Austria,424,4,-2.3,0,6
2025-02-28,Bad Gastein,Austria,1002,3,-14.9,0,63
2025-02-28,Zermatt,Switzerland,1620,5,-8.7,9.8,81
2025-02-28,St. Moritz,Switzerland,1856,6,-12,8.3,90
2025-02-28,Verbier,Switzerland,1500,5,-6.5,4.7,83
2025-02-28,Davos,Switzerland,1560,5,-5.7,13,44
2025-02-28,Interlaken,Switzerland,568,4,-0.6,0,35
2025-02-27,Garmisch-Partenkirchen,Germany,750,6,-7.3,4.7,41
2025-02-27,Oberstdorf,Germany,813,7,-9.4,0,55
2025-02-27,Berchtesgaden,Germany,518,5,-1.8,0.9,10
2025-02-27,Feldberg,Germany,1493,6,-5,0,64
2025-02-27,Innsbruck,Austria,574,6,1.7,3.3,53
2025-02-27,St. Anton am Arlberg,Austria,1304,4,-1.2,0,30
2025-02-27,Kitzbühel,Austria,762,3,-7.9,0,17
2025-02-27,Salzburg,Austria,424,5,2.8,2.1,8
2025-02-27,Bad Gastein,Austria,1002,7,1.4,14.6,39
2025-02-27,Zermatt,Switzerland,1620,6,-17,0,46
2025-02-27,St. Moritz,Switzerland,1856,7,-4.6,0,70
2025-02-27,Verbier,Switzerland,1500,7,-11.9,12.3,45
2025-02-27,Davos,Switzerland,1560,5,-7,10.1,40
2025-02-27,Interlaken,Switzerland,568,5,2.8,9.7,32
2025-02-26,Garmisch-Partenkirchen,Germany,750,3,-7.1,0,18
2025-02-26,Oberstdorf,Germany,813,6,-5.1,0,26
2025-02-26,Berchtesgaden,Germany,518,3,-1.6,7.9,36
2025-02-26,Feldberg,Germany,1493,5,-6.9,12.6,61
2025-02-26,Innsbruck,Austria,574,3,-7.8,0,42
2025-02-26,St. Anton am Arlberg,Austria,1304,5,-7.3,0,77
2025-02-26,Kitzbühel,Austria,762,5,-1,0,59
2025-02-26,Salzburg,Austria,424,4,-3.7,7.4,14
2025-02-26,Bad Gastein,Austria,1002,6,-8.5,1.6,56
2025-02-26,Zermatt,Switzerland,1620,7,-5.7,0,44
2025-02-26,St. Moritz,Switzerland,1856,4,-17.3,9.7,53
2025-02-26,Verbier,Switzerland,1500,7,-2,3.7,85
2025-02-26,Davos,Switzerland,1560,5,-12.7,0,68
2025-02-26,Interlaken,Switzerland,568,5,-6.9,0,24
2025-02-25,Garmisch-Partenkirchen,Germany,750,4,-4.8,0,62
2025-02-25,Oberstdorf,Germany,813,5,-10,1.1,25
2025-02-25,Berchtesgaden,Germany,518,4,0.2,0,44
2025-02-25,Feldberg,Germany,1493,6,-4,4.9,63
2025-02-25,Innsbruck,Austria,574,4,-8.6,0,29
2025-02-25,St. Anton am Arlberg,Austria,1304,7,-2.8,1.8,35
2025-02-25,Kitzbühel,Austria,762,6,-5.9,6.2,36
2025-02-25,Salzburg,Austria,424,5,5.7,13.7,33
2025-02-25,Bad Gastein,Austria,1002,6,-3.5,0,43
2025-02-25,Zermatt,Switzerland,1620,7,-7.7,0.1,68
2025-02-25,St. Moritz,Switzerland,1856,5,-19.6,9.3,71
2025-02-25,Verbier,Switzerland,1500,4,-5.7,2.4,57
2025-02-25,Davos,Switzerland,1560,8,-8.3,12.1,81
2025-02-25,Interlaken,Switzerland,568,5,-3.5,0,50
2025-02-24,Garmisch-Partenkirchen,Germany,750,4,-1.9,0,58
2025-02-24,Oberstdorf,Germany,813,4,-0.9,0,53
2025-02-24,Berchtesgaden,Germany,518,4,-1.6,3.1,7
2025-02-24,Feldberg,Germany,1493,5,-12.9,3.6,81
2025-02-24,Innsbruck,Austria,574,6,-3.4,0,14
2025-02-24,St. Anton am Arlberg,Austria,1304,6,-15.6,1.3,54
2025-02-24,Kitzbühel,Austria,762,5,0.1,1.1,62
2025-02-24,Salzburg,Austria,424,2,-2.7,8.5,9
2025-02-24,Bad Gastein,Austria,1002,3,-6.9,0,68
2025-02-24,Zermatt,Switzerland,1620,7,-5.1,0,73
2025-02-24,St. Moritz,Switzerland,1856,6,-9.4,5,58
2025-02-24,Verbier,Switzerland,1500,5,-3,0,53
2025-02-24,Davos,Switzerland,1560,6,-13.1,9.1,44
2025-02-24,Interlaken,Switzerland,568,4,-4.9,13.7,36
2025-02-23,Garmisch-Partenkirchen,Germany,750,3,-9.1,9.8,29
2025-02-23,Oberstdorf,Germany,813,6,-3.3,0,21
2025-02-23,Berchtesgaden,Germany,518,3,-6.3,6.5,49
2025-02-23,Feldberg,Germany,1493,5,-3.8,3.4,64
2025-02-23,Innsbruck,Austria,574,5,1.3,6.5,52
2025-02-23,St. Anton am Arlberg,Austria,1304,6,-14.3,0,56
2025-02-23,Kitzbühel,Austria,762,4,-5.3,2.9,45
2025-02-23,Salzburg,Austria,424,3,-0.8,0,29
2025-02-23,Bad Gastein,Austria,1002,6,-2.3,0,29
2025-02-23,Zermatt,Switzerland,1620,4,-9.4,2,75
2025-02-23,St. Moritz,Switzerland,1856,6,-11.5,4.7,51
2025-02-23,Verbier,Switzerland,1500,6,-8.5,7.4,60
2025-02-23,Davos,Switzerland,1560,4,-7.9,8.4,69
2025-02-23,Interlaken,Switzerland,568,5,4,0,12
2025-02-22,Garmisch-Partenkirchen,Germany,750,5,-4.8,0,25
2025-02-22,Oberstdorf,Germany,813,6,-11.5,4.6,29
2025-02-22,Berchtesgaden,Germany,518,3,0.8,0,22
2025-02-22,Feldberg,Germany,1493,4,-1.5,12.2,63
2025-02-22,Innsbruck,Austria,574,3,-9.6,0,39
2025-02-22,St. Anton am Arlberg,Austria,1304,7,-7.9,0.7,33
2025-02-22,Kitzbühel,Austria,762,3,-7.6,0,39
2025-02-22,Salzburg,Austria,424,3,-6.6,0,44
2025-02-22,Bad Gastein,Austria,1002,4,-4.6,0,57
2025-02-22,Zermatt,Switzerland,1620,4,-12.8,7.4,65
2025-02-22,St. Moritz,Switzerland,1856,6,-16.6,0,61
2025-02-22,Verbier,Switzerland,1500,7,-6.9,7.3,50
2025-02-22,Davos,Switzerland,1560,5,-12.1,0,43
2025-02-22,Interlaken,Switzerland,568,4,-5,0,23
2025-02-21,Garmisch-Partenkirchen,Germany,750,4,-1.8,0,61
2025-02-21,Oberstdorf,Germany,813,3,-10,13,37
2025-02-21,Berchtesgaden,Germany,518,5,-5.3,0,48
2025-02-21,Feldberg,Germany,1493,5,-14.1,10,41
2025-02-21,Innsbruck,Austria,574,3,-7,5.9,30
2025-02-21,St. Anton am Arlberg,Austria,1304,4,-1.1,3.5,53
2025-02-21,Kitzbühel,Austria,762,6,-5.7,1.6,31
2025-02-21,Salzburg,Austria,424,2,2.6,0,16
2025-02-21,Bad Gastein,Austria,1002,5,-2.8,3.7,22
2025-02-21,Zermatt,Switzerland,1620,4,-4.7,11.6,56
2025-02-21,St. Moritz,Switzerland,1856,6,-13.7,0,82
2025-02-21,Verbier,Switzerland,1500,5,-9.3,1.4,52
2025-02-21,Davos,Switzerland,1560,6,-11,5.2,51
2025-02-21,Interlaken,Switzerland,568,6,-0.8,11.6,18
2025-02-20,Garmisch-Partenkirchen,Germany,750,4,-3.6,3.8,50
2025-02-20,Oberstdorf,Germany,813,5,-4.5,13.8,24
2025-02-20,Berchtesgaden,Germany,518,4,-6.7,5.8,32
2025-02-20,Feldberg,Germany,1493,3,-9.4,0,56
2025-02-20,Innsbruck,Austria,574,4,0.5,0,34
2025-02-20,St. Anton am Arlberg,Austria,1304,3,-8.8,0,57
2025-02-20,Kitzbühel,Austria,762,3,-3.3,2.7,44
