Region,Country,Year,Month,Day,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Hintersee_AT_HZB,Austria,2009,2,,,,,,,306,77.5,175,28
Hintersee_AT_HZB,Austria,2009,3,,,,,,,115,102.258064516129,135,31
Hintersee_AT_HZB,Austria,2009,4,,,,,,,0,27.0666666666667,95,15
Hintersee_AT_HZB,Austria,2009,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,10,,,,,,,16,0.741935483870968,5,7
Hintersee_AT_HZB,Austria,2009,11,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2009,12,,,,,,,44,7.09677419354839,33,14
Hintersee_AT_HZB,Austria,2010,1,,,,,,,104,14.5161290322581,55,30
Hintersee_AT_HZB,Austria,2010,2,,,,,,,42,39.5714285714286,63,28
Hintersee_AT_HZB,Austria,2010,3,,,,,,,57,17.2903225806452,45,25
Hintersee_AT_HZB,Austria,2010,4,,,,,,,3,0.0666666666666667,2,1
Hintersee_AT_HZB,Austria,2010,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2010,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2010,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2010,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2010,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2010,10,,,,,,,15,0.903225806451613,7,6
Hintersee_AT_HZB,Austria,2010,11,,,,,,,47,4.36666666666667,30,8
Hintersee_AT_HZB,Austria,2010,12,,,,,,,234,60.5806451612903,150,31
Hintersee_AT_HZB,Austria,2011,1,,,,,,,95,42.0322580645161,75,31
Hintersee_AT_HZB,Austria,2011,2,,,,,,,5,25.3928571428571,60,28
Hintersee_AT_HZB,Austria,2011,3,,,,,,,0,3.32258064516129,12,12
Hintersee_AT_HZB,Austria,2011,4,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,10,,,,,,,2,0.0645161290322581,1,2
Hintersee_AT_HZB,Austria,2011,11,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2011,12,,,,,,,105,15.3870967741935,50,25
Hintersee_AT_HZB,Austria,2012,1,,,,,,,135,68.1290322580645,110,31
Hintersee_AT_HZB,Austria,2012,2,,,,,,,84,96.448275862069,115,29
Hintersee_AT_HZB,Austria,2012,3,,,,,,,6,28.3548387096774,85,24
Hintersee_AT_HZB,Austria,2012,4,,,,,,,15,0.633333333333333,10,3
Hintersee_AT_HZB,Austria,2012,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2012,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2012,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2012,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2012,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2012,10,,,,,,,16,0.67741935483871,13,2
Hintersee_AT_HZB,Austria,2012,11,,,,,,,4,0.1,2,2
Hintersee_AT_HZB,Austria,2012,12,,,,,,,140,27.7096774193548,75,31
Hintersee_AT_HZB,Austria,2013,1,,,,,,,48,15.2258064516129,30,31
Hintersee_AT_HZB,Austria,2013,2,,,,,,,122,37.6785714285714,53,27
Hintersee_AT_HZB,Austria,2013,3,,,,,,,42,11.1612903225806,40,25
Hintersee_AT_HZB,Austria,2013,4,,,,,,,1,1.13333333333333,13,4
Hintersee_AT_HZB,Austria,2013,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,10,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2013,11,,,,,,,39,3.63333333333333,20,10
Hintersee_AT_HZB,Austria,2013,12,,,,,,,5,9.83870967741935,20,31
Hintersee_AT_HZB,Austria,2014,1,,,,,,,64,8.83870967741935,45,14
Hintersee_AT_HZB,Austria,2014,2,,,,,,,6,12.3214285714286,37,22
Hintersee_AT_HZB,Austria,2014,3,,,,,,,27,1.93548387096774,25,5
Hintersee_AT_HZB,Austria,2014,4,,,,,,,7,0.266666666666667,7,2
Hintersee_AT_HZB,Austria,2014,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,10,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,11,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2014,12,,,,,,,100,5.0,65,7
Hintersee_AT_HZB,Austria,2015,1,,,,,,,109,19.5161290322581,62,20
Hintersee_AT_HZB,Austria,2015,2,,,,,,,60,50.1071428571429,75,28
Hintersee_AT_HZB,Austria,2015,3,,,,,,,10,18.9032258064516,40,23
Hintersee_AT_HZB,Austria,2015,4,,,,,,,12,0.733333333333333,8,6
Hintersee_AT_HZB,Austria,2015,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,8,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,9,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,10,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2015,11,,,,,,,12,0.8,5,8
Hintersee_AT_HZB,Austria,2015,12,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2016,1,,,,,,,69,17.0967741935484,45,26
Hintersee_AT_HZB,Austria,2016,2,,,,,,,38,6.72413793103448,15,24
Hintersee_AT_HZB,Austria,2016,3,,,,,,,34,3.54838709677419,16,13
Hintersee_AT_HZB,Austria,2016,4,,,,,,,3,0.133333333333333,2,3
Hintersee_AT_HZB,Austria,2016,5,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2016,6,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2016,7,,,,,,,0,0.0,0,0
Hintersee_AT_HZB,Austria,2016,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,1,,,,,,,110,43.4838709677419,80,31
Hinterstoder,Austria,2000,2,,,,,,,87,33.0689655172414,54,29
Hinterstoder,Austria,2000,3,,,,,,,65,17.0645161290323,45,20
Hinterstoder,Austria,2000,4,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2000,12,,,,,,,61,9.7741935483871,30,16
Hinterstoder,Austria,2001,1,,,,,,,30,21.4838709677419,31,31
Hinterstoder,Austria,2001,2,,,,,,,115,34.1428571428571,65,28
Hinterstoder,Austria,2001,3,,,,,,,0,13.2258064516129,45,13
Hinterstoder,Austria,2001,4,,,,,,,12,0.4,6,3
Hinterstoder,Austria,2001,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2001,11,,,,,,,41,3.63333333333333,20,9
Hinterstoder,Austria,2001,12,,,,,,,132,30.1612903225806,60,31
Hinterstoder,Austria,2002,1,,,,,,,29,38.0967741935484,50,31
Hinterstoder,Austria,2002,2,,,,,,,46,14.1428571428571,25,22
Hinterstoder,Austria,2002,3,,,,,,,40,3.96774193548387,33,8
Hinterstoder,Austria,2002,4,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2002,12,,,,,,,15,0.935483870967742,5,8
Hinterstoder,Austria,2003,1,,,,,,,46,12.4516129032258,23,28
Hinterstoder,Austria,2003,2,,,,,,,49,30.4642857142857,44,28
Hinterstoder,Austria,2003,3,,,,,,,21,7.48387096774194,25,14
Hinterstoder,Austria,2003,4,,,,,,,24,2.16666666666667,16,5
Hinterstoder,Austria,2003,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,10,,,,,,,6,0.580645161290323,6,4
Hinterstoder,Austria,2003,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2003,12,,,,,,,80,17.2258064516129,46,17
Hinterstoder,Austria,2004,1,,,,,,,146,52.741935483871,75,31
Hinterstoder,Austria,2004,2,,,,,,,67,50.0344827586207,69,29
Hinterstoder,Austria,2004,3,,,,,,,43,36.7741935483871,66,31
Hinterstoder,Austria,2004,4,,,,,,,0,0.333333333333333,10,1
Hinterstoder,Austria,2004,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2004,11,,,,,,,43,4.76666666666667,30,13
Hinterstoder,Austria,2004,12,,,,,,,26,5.03225806451613,18,13
Hinterstoder,Austria,2005,1,,,,,,,108,28.2258064516129,50,31
Hinterstoder,Austria,2005,2,,,,,,,119,87.8571428571429,120,28
Hinterstoder,Austria,2005,3,,,,,,,83,76.0,138,31
Hinterstoder,Austria,2005,4,,,,,,,0,1.0,10,3
Hinterstoder,Austria,2005,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2005,11,,,,,,,74,11.6333333333333,40,13
Hinterstoder,Austria,2005,12,,,,,,,156,44.6129032258065,96,31
Hinterstoder,Austria,2006,1,,,,,,,69,70.0,82,31
Hinterstoder,Austria,2006,2,,,,,,,133,95.5357142857143,170,28
Hinterstoder,Austria,2006,3,,,,,,,56,64.0,85,31
Hinterstoder,Austria,2006,4,,,,,,,2,7.16666666666667,35,8
Hinterstoder,Austria,2006,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2006,11,,,,,,,23,2.83333333333333,20,6
Hinterstoder,Austria,2006,12,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,1,,,,,,,50,3.7741935483871,25,9
Hinterstoder,Austria,2007,2,,,,,,,0,2.25,20,4
Hinterstoder,Austria,2007,3,,,,,,,8,0.258064516129032,5,2
Hinterstoder,Austria,2007,4,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2007,10,,,,,,,23,2.06451612903226,15,8
Hinterstoder,Austria,2007,11,,,,,,,72,22.2333333333333,45,22
Hinterstoder,Austria,2007,12,,,,,,,22,18.0322580645161,28,31
Hinterstoder,Austria,2008,1,,,,,,,1,18.6451612903226,32,31
Hinterstoder,Austria,2008,2,,,,,,,0,5.62068965517241,10,27
Hinterstoder,Austria,2008,3,,,,,,,54,3.48387096774194,19,16
Hinterstoder,Austria,2008,4,,,,,,,2,0.0666666666666667,1,2
Hinterstoder,Austria,2008,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2008,11,,,,,,,50,9.46666666666667,45,10
Hinterstoder,Austria,2008,12,,,,,,,36,14.6774193548387,21,31
Hinterstoder,Austria,2009,1,,,,,,,34,19.2903225806452,36,31
Hinterstoder,Austria,2009,2,,,,,,,172,43.5,80,28
Hinterstoder,Austria,2009,3,,,,,,,73,49.6129032258065,70,31
Hinterstoder,Austria,2009,4,,,,,,,0,4.6,34,6
Hinterstoder,Austria,2009,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,10,,,,,,,15,0.903225806451613,6,7
Hinterstoder,Austria,2009,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2009,12,,,,,,,27,3.0,9,17
Hinterstoder,Austria,2010,1,,,,,,,64,13.4838709677419,38,30
Hinterstoder,Austria,2010,2,,,,,,,64,40.7857142857143,57,28
Hinterstoder,Austria,2010,3,,,,,,,39,16.5483870967742,38,24
Hinterstoder,Austria,2010,4,,,,,,,2,0.0666666666666667,2,1
Hinterstoder,Austria,2010,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2010,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2010,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2010,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2010,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2010,10,,,,,,,2,0.0645161290322581,2,1
Hinterstoder,Austria,2010,11,,,,,,,12,1.16666666666667,10,7
Hinterstoder,Austria,2010,12,,,,,,,102,25.8709677419355,52,31
Hinterstoder,Austria,2011,1,,,,,,,76,26.5483870967742,52,31
Hinterstoder,Austria,2011,2,,,,,,,8,17.6071428571429,35,28
Hinterstoder,Austria,2011,3,,,,,,,0,1.06451612903226,6,6
Hinterstoder,Austria,2011,4,,,,,,,1,0.0333333333333333,1,1
Hinterstoder,Austria,2011,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,10,,,,,,,1,0.032258064516129,1,1
Hinterstoder,Austria,2011,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2011,12,,,,,,,87,12.4193548387097,46,25
Hinterstoder,Austria,2012,1,,,,,,,134,56.0,86,31
Hinterstoder,Austria,2012,2,,,,,,,62,74.9655172413793,94,29
Hinterstoder,Austria,2012,3,,,,,,,11,26.8064516129032,63,23
Hinterstoder,Austria,2012,4,,,,,,,6,0.633333333333333,10,3
Hinterstoder,Austria,2012,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2012,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2012,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2012,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2012,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2012,10,,,,,,,4,0.225806451612903,4,2
Hinterstoder,Austria,2012,11,,,,,,,1,0.0,0,0
Hinterstoder,Austria,2012,12,,,,,,,85,18.5483870967742,65,30
Hinterstoder,Austria,2013,1,,,,,,,39,12.3225806451613,21,29
Hinterstoder,Austria,2013,2,,,,,,,121,28.5357142857143,40,28
Hinterstoder,Austria,2013,3,,,,,,,38,7.87096774193548,28,20
Hinterstoder,Austria,2013,4,,,,,,,5,1.0,14,3
Hinterstoder,Austria,2013,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2013,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2013,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2013,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2013,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2013,10,,,,,,,1,0.032258064516129,1,1
Hinterstoder,Austria,2013,11,,,,,,,24,2.23333333333333,16,6
Hinterstoder,Austria,2013,12,,,,,,,33,18.8064516129032,40,31
Hinterstoder,Austria,2014,1,,,,,,,35,7.41935483870968,33,24
Hinterstoder,Austria,2014,2,,,,,,,1,0.0357142857142857,1,1
Hinterstoder,Austria,2014,3,,,,,,,2,0.0645161290322581,2,1
Hinterstoder,Austria,2014,4,,,,,,,4,0.133333333333333,4,1
Hinterstoder,Austria,2014,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,11,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2014,12,,,,,,,53,1.7741935483871,17,7
Hinterstoder,Austria,2015,1,,,,,,,64,13.4838709677419,35,31
Hinterstoder,Austria,2015,2,,,,,,,36,23.8928571428571,35,28
Hinterstoder,Austria,2015,3,,,,,,,14,3.64516129032258,12,13
Hinterstoder,Austria,2015,4,,,,,,,40,3.13333333333333,24,8
Hinterstoder,Austria,2015,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,8,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,9,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,10,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2015,11,,,,,,,7,0.966666666666667,5,9
Hinterstoder,Austria,2015,12,,,,,,,1,0.0,0,0
Hinterstoder,Austria,2016,1,,,,,,,68,13.3548387096774,33,30
Hinterstoder,Austria,2016,2,,,,,,,30,8.62068965517242,23,26
Hinterstoder,Austria,2016,3,,,,,,,11,0.387096774193548,4,6
Hinterstoder,Austria,2016,4,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2016,5,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2016,6,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2016,7,,,,,,,0,0.0,0,0
Hinterstoder,Austria,2016,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,1,,,,,,,37,25.1612903225806,40,31
Hirschegg,Austria,2000,2,,,,,,,7,9.82758620689655,30,29
Hirschegg,Austria,2000,3,,,,,,,19,2.74193548387097,10,17
Hirschegg,Austria,2000,4,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,11,,,,,,,0,0.0,0,0
Hirschegg,Austria,2000,12,,,,,,,27,2.90322580645161,12,13
Hirschegg,Austria,2001,1,,,,,,,29,4.74193548387097,12,24
Hirschegg,Austria,2001,2,,,,,,,24,2.71428571428571,12,11
Hirschegg,Austria,2001,3,,,,,,,11,2.09677419354839,15,7
Hirschegg,Austria,2001,4,,,,,,,5,0.233333333333333,5,2
Hirschegg,Austria,2001,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2001,11,,,,,,,8,0.7,8,4
Hirschegg,Austria,2001,12,,,,,,,22,5.96774193548387,20,19
Hirschegg,Austria,2002,1,,,,,,,13,3.12903225806452,12,19
Hirschegg,Austria,2002,2,,,,,,,15,1.5,10,12
Hirschegg,Austria,2002,3,,,,,,,17,1.58064516129032,12,6
Hirschegg,Austria,2002,4,,,,,,,12,0.933333333333333,10,4
Hirschegg,Austria,2002,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,11,,,,,,,0,0.0,0,0
Hirschegg,Austria,2002,12,,,,,,,41,9.25806451612903,21,26
Hirschegg,Austria,2003,1,,,,,,,58,20.6774193548387,41,27
Hirschegg,Austria,2003,2,,,,,,,46,31.8928571428571,50,28
Hirschegg,Austria,2003,3,,,,,,,2,7.51612903225807,25,23
Hirschegg,Austria,2003,4,,,,,,,17,1.0,7,8
Hirschegg,Austria,2003,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2003,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2003,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2003,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2003,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2003,10,,,,,,,34,4.32258064516129,30,10
Hirschegg,Austria,2003,11,,,,,,,20,2.3,12,15
Hirschegg,Austria,2003,12,,,,,,,20,1.51612903225806,7,11
Hirschegg,Austria,2004,1,,,,,,,30,12.7741935483871,26,31
Hirschegg,Austria,2004,2,,,,,,,71,11.6896551724138,55,29
Hirschegg,Austria,2004,3,,,,,,,74,43.5483870967742,70,31
Hirschegg,Austria,2004,4,,,,,,,19,2.3,20,7
Hirschegg,Austria,2004,5,,,,,,,8,0.516129032258065,8,4
Hirschegg,Austria,2004,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2004,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2004,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2004,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2004,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2004,11,,,,,,,39,3.63333333333333,30,16
Hirschegg,Austria,2004,12,,,,,,,18,2.61290322580645,18,7
Hirschegg,Austria,2005,1,,,,,,,12,5.09677419354839,15,20
Hirschegg,Austria,2005,2,,,,,,,89,33.9642857142857,60,28
Hirschegg,Austria,2005,3,,,,,,,14,28.0,60,23
Hirschegg,Austria,2005,4,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2005,11,,,,,,,87,12.3333333333333,75,8
Hirschegg,Austria,2005,12,,,,,,,79,55.1612903225807,80,31
Hirschegg,Austria,2006,1,,,,,,,25,70.4838709677419,87,31
Hirschegg,Austria,2006,2,,,,,,,56,43.2142857142857,70,28
Hirschegg,Austria,2006,3,,,,,,,42,75.6451612903226,100,31
Hirschegg,Austria,2006,4,,,,,,,9,6.3,30,12
Hirschegg,Austria,2006,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,10,,,,,,,0,0.0,0,0
Hirschegg,Austria,2006,11,,,,,,,10,0.533333333333333,5,6
Hirschegg,Austria,2006,12,,,,,,,12,2.70967741935484,10,14
Hirschegg,Austria,2007,1,,,,,,,35,6.35483870967742,30,10
Hirschegg,Austria,2007,2,,,,,,,27,4.0,15,19
Hirschegg,Austria,2007,3,,,,,,,64,13.1935483870968,47,13
Hirschegg,Austria,2007,4,,,,,,,0,0.5,10,2
Hirschegg,Austria,2007,5,,,,,,,0,0.0,0,0
Hirschegg,Austria,2007,6,,,,,,,0,0.0,0,0
Hirschegg,Austria,2007,7,,,,,,,0,0.0,0,0
Hirschegg,Austria,2007,8,,,,,,,0,0.0,0,0
Hirschegg,Austria,2007,9,,,,,,,0,0.0,0,0
Hirschegg,Austria,2007,10,,,,,,,17,1.2258064516129,15,5
Hirschegg,Austria,2007,11,,,,,,,34,3.46666666666667,15,19
Hirschegg,Austria,2007,12,,,,,,,54,14.2903225806452,32,24
Hirschegg,Austria,2008,1,,,,,,,7,5.09677419354839,15,21
Hirschegg,Austria,2008,2,,,,,,,6,0.586206896551724,5,5
